system_id,sentence
414,此外，新台幣兌美元匯率
414,在/大幅升值角，報元，與/今年最低點貶至元，已拉開差距，顯
414,示前波美元強勢升破頭的地位，已漸動搖
414,"另外，台股在/反彈至,點，與前波低點,點，也已拉開逾點差距，加上"
414,"美股近期漸回穩，使大盤短中期底部區，有機會在,點至,點間，予完成築底架"
414,構，後市不必過分看淡
414,盤面上包括高殖利率概念高成長與未來明星產業如元宇宙低
414,軌衛星高速運算物聯網及電動車等相關供應鏈概念股，值持續注意
414,工商時報數位編輯
414,心得/評論
414,"明晚美股沒營業,不用熬夜了ㄛ"
414,"說到信驊,就是週四快跌停到千元,週五開盤價卻快漲停的前股王"
415,原文標題
415,華新集團打入特斯拉鏈
415,原文連結
415,///
415,發布時間
415,//
415,記者署名
415,經濟日報記者李孟珊台北報導
415,原文內容
415,華新集團車用布局報捷，旗下被動元件廠華新科透過日本子公司釜屋電機，晶片
415,電阻產品首度打進特斯拉供應鏈，集團內天線廠佳邦的功率電感也成功導入特斯拉電動車
415,，凸顯華新科與佳邦車用產品技術已具國際水準
415,華新科近年積極拉升車用營收比重，特
415,斯拉訂單極具指標意義，為業績催油門
415,綜觀來看，華新集團旗下共家公司，除華新科和佳邦強化車用領域，記憶體廠華邦也擴
415,大在車用編碼型快閃記憶體布局，衝刺高毛利產品線，目前全球前十大車
415,廠均是華邦記憶體產品終端客戶
415,華新科不回應單客戶，強調當前公司車用布局已順利達成先前設定營收占比超過成的
415,目標．並看好公司車用業績成長空間很大
415,另外，旗下高雄路竹廠將於第季初正式投入
415,生產車用積層陶瓷電容，加上日本子公司馬來西亞廠車用電阻出貨可望較去年倍
415,增，今明年整體車用電子產品成長可期
415,供應鏈透露，華新科透過日本子公司釜屋電機，攜手旗下佳邦，去年開始導入設計
415,特斯拉車規電阻高頻電感等應用，今年出貨量將顯著增加，中長期目標是
415,將佳邦的功率電感也同導入，大舉提升華新科和佳邦搶攻車用市場的力道
415,供應鏈分析，特斯拉為全球電動車龍頭，今年首季全球交車逾萬輛，較去年同期的
415,萬輛大增近七成，從產業趨勢來看，根據市調機構及預估，年
415,電動車銷售量已占整體汽車市場，年電動車市場滲透率將進步提高至，
415,預期年電動車銷售量將正式超越傳統燃油汽車
415,法人透露，華新科去年曾表示，過往車用營收占比約至，年可望突破成
415,因應車用成長趨勢，華新科針對馬來西亞車用電阻專廠進行擴產，多家線汽車客戶都在
415,預定年與年產能，看好華新科打進特斯拉供應鏈後，伴隨積極擴充車規產品產能
415,，有望搭上電動車及車用電子化高速成長列車，為後市吞下定心丸
415,佳邦同樣受惠於導入特斯拉電動車中，可望持續推動其營收及獲利
415,佳邦電感產品毛利率
415,約，高於整體平均水準，在電感產品布局逐步擴展下，將成為佳邦營運主要動
415,力
415,心得/評論
415,恩，導入特斯拉是華新科和佳邦，標題寫華新集團也是辣~
415,華新最近法人大尻貨，懂得就懂~
415,等等，該不會有人還在看鎳價做華新吧
415,各位特斯拉供應鏈股神怎麼看
416,原文標題馬斯克再誇中國再生能源發電電動車領先全球
416,原文連結
416,/////
416,發布時間//
416,記者署名鍾詠翔
416,原文內容
416,美國電動車大廠特斯拉執行長馬斯克再誇中國，表示中國在再生能源發電與
416,電動汽車方面領先全球
416,馬斯克周日發布微博，聲稱似乎很少有人意識到，中國在可再生能源發電和
416,電動汽車領域正處於世界領先地位
416,無論你怎麽看中國，這都是事實
416,幾個小時前，在推特發布全球風電裝機量前名榜單，顯示
416,"中國以,摘冠，第二名的美國為,，不到中國的半"
416,馬斯克也在這則推文下留言，表示中國在再生能源發電和電動汽車方面領先世界
416,馬斯克被不少網友戲稱為中國誇誇群群主
416,就在兩周前，馬斯克在回應收購推特的問
416,題時，還對微信的模式盛讚有加，他說如果你身在中國，基本上就要依賴微信生活
416,微信功能強大，類似於推特加支付，再加上其它各種功能，這些功能融為體
416,界面也很棒，這真是個很好的
416,當然，馬斯克最常按讚的內容，還是與特斯拉有關
416,月日，馬斯克在英國金融時報
416,舉辦的場線上對話中表示，中國有很多非常有才華勤奮的人，他們堅信製造業，不
416,僅熬夜，凌晨點也兢兢業業工作，甚至根本不離開工廠，美國人則儘量不上班
416,心得/評論
416,原來馬投顧有微博
416,馬投顧最近狂舔中
416,是有貓逆
417,圖片好讀版
417,///
417,買超賣超
417,排行代號名稱超張數排行代號名稱超張數
417,中信金陽明
417,元大台灣反中鋼
417,長榮航開發金
417,聯電華新
417,新光金華孚
417,台積電富邦越南
417,國泰智能電動車大聯大
417,欣興期街口布蘭特正
417,群創鴻準
417,永豐金可成
417,臻鼎台亞
417,友達裕民
417,鴻海巨庭
417,彰銀中信中國高股息
417,宏碁昇陽半導體
417,遠東新台勝科
417,第金旺宏
417,台新金元大滬深正
417,遠傳萬海
417,臺企銀台泥
417,華航華新科
417,華南金光鼎
417,長榮辛耘
417,南亞科華通
417,國泰費城半導體瑞軒
417,景碩期元大道瓊白銀
417,玉山金致伸
417,金寶至上
417,力積電昇陽半國票購
417,台化上曜
417,元大台灣志超
417,華邦電富邦上証正
417,國泰台灣彩晶
417,合庫金中租
417,晶豪科中興電
417,王道銀行帆宣
417,日月光投控明基材
417,正新昇陽半元大購
417,大成鋼四維航
417,富邦元宇宙力智
417,富邦未來車元大反
417,中石化微星
417,中信關鍵半導體中華化
417,中鴻谷崧
417,統緯穎
417,宏達電東和鋼鐵
417,兆豐金三晃
417,金像電聯詠
417,大亞文曄
417,正隆香港正
417,來源
417,///////
418,原文標題
418,立訊攻電動車鴻海備戰
418,原文連結
418,//////
418,發布時間
418,記者署名
418,謝艾莉台北報導
418,原文內容
418,紅色供應鏈指標廠立訊強攻電動車，再度與鴻海集團交鋒，鴻海董事長劉揚偉日
418,前為此破天荒找旗下重點企業高管開會商討大戰略，欽點廣宇董座盧松發與會，要求廣宇
418,擔任先鋒，並允諾鴻海集團全力支援廣宇，以車用線束迎戰，透過技術與產能壓制立訊氣
418,焰
418,對此，廣宇表示不評論，強調該公司全力轉型，有鴻海集團的力量協助，將具有優勢
418,立訊與鴻海樣，都是從連接器線材起家，近年開始分食蘋果組裝訂單，但鴻海
418,幾乎毫髮無傷，財報表現持盈保泰，主因鴻海累積多年組裝學習經驗，同業很
418,難超越，劉揚偉更曾公開表示有些事看起來簡單，其實很困難，凸顯對掌握
418,組裝訂單深具信心
418,不過，立訊近期電動車相關布局動作頻頻，包括規劃募資人民幣億元約新台幣億
418,元，瞄準智慧穿戴設備智慧移動終端精密零組件和新能源汽車高壓連接系統等領域，
418,擴大生產線布局，並與大陸國有汽車品牌奇瑞簽署戰略合作協議，更斥資人民幣億
418,元約新台幣億元入股奇瑞集團三家公司協助造車
418,由於鴻海也是電動車新兵，與立訊幾乎同時開跑，就看誰先達陣，立訊在車用領域頻出招
418,，鴻海集團積極應戰，據了解，劉揚偉近期為此召集廣宇董事長盧松發等高階主管進行線
418,上會議，參與人數約二十人，針對產能技術等，商討電動車抗立訊戰略
418,據了解，劉揚偉欽點單獨開會，對廣宇是破天荒的大事，也凸顯鴻海集團相當看
418,重廣宇
418,鴻海發展電動車，廣宇從上到下全力支援，今年鴻海將正式量產的自主研發電動
418,巴士，線束就是由廣宇提供，加上大陸安徽廠新客戶挹注，今年廣宇車用營收占比力拚倍
418,增以上增長
418,值得注意的是，廣宇收購原富士康與安徽當地廠商合資的線束廠蕪湖瑞昌電器，取得新增
418,的車用線數產能，今年更是大擴安徽廠產能，主要鎖定電動車電池到馬達端電控線束等產
418,品
418,心得/評論
418,抗議
418,他抄我呀
418,好像跑步游泳樣，還不是你做什麼他就做什麼
418,有什麼好抗議的
418,抗議無效
418,其實也不能說抄啦
418,應該說大家都有個共識
418,未來新動能在電動車領域
418,蘋果這塊三個和尚沒水喝何況給水的還特別摳
419,手機介面圖片好讀版
419,///
419,以下資訊依張數排列
419,買超賣超
419,排名股票張數排名股票張數
419,開發金
419,長榮航
419,兆豐新光
419,群創
419,元大高股息
419,鴻海
419,可成
419,國泰金
419,國泰智能電動車
419,中鋼構
419,彰銀
419,富邦越南
419,台塑
419,華航
419,南亞
419,兆豐金
419,仁寶
419,富邦金
419,台化
419,宏碁
419,新光金
419,欣興
419,元大滬深正
419,台積電
419,永豐金
419,中興電
419,華新
419,中信金
419,國泰台灣
419,友達
419,台泥
419,新盛力
419,臺企銀
419,台驊投控
419,臻鼎
419,元大金
419,彩晶
419,微星
419,華邦電
419,台勝科
419,日月光投控
419,國泰費城半導體
419,旺宏
419,第金
419,中信關鍵半導體
419,奇鋐
419,聯電
419,富邦上証正
419,華孚
419,潤泰全
419,穩懋
419,正隆
419,廣達
419,富鼎
419,富邦正
419,和碩
419,國泰永續高股息
419,王道銀行
419,正道
419,華南金
419,永豐優息存股
419,創惟
419,鈺創
419,晶豪科
419,大亞
419,光罩
419,元晶
419,定穎
419,駐龍
419,建錩
419,力積電
419,華通
419,全新
419,華固
419,期元大石油
419,台亞
419,強茂
419,景碩
419,來源
419,/////
419,買超金額排行賣超金額排行
419,可成
419,台積電
419,欣興
419,鴻海
419,台勝科
419,台塑
419,中鋼構
419,南亞
419,駐龍
419,創惟
419,富鼎
419,三福化
419,華孚
419,上緯投控
419,雄獅
419,台積電福音第章
419,資深鄉民
419,你早晚要買的，為什麼不要現在買
419,是你們的方舟，信者必得救
419,張看見這許多迷惘的人，便走下山來，告訴他們，你們當輪班，信仰
419,，願你的腦機介面晶片降臨，願你的晶片在這世上，如同呼吸般自然
419,神愛世人，甚至將他的賜給眾人，叫切信他的，不致崩跌，反得飆漲
420,立訊要怎麼跟鴻海比啦
420,只是被水果公司拿來殺殺價的
420,鴻海的強項根本他沒有項跟得上的
420,立訊看來就是最基本的下遊組裝還可以
420,但是鴻海已經是從最上游模具開發
420,到中間零組件/材料面板光學元件相機鏡頭連接器半導體被動元件
420,到最下遊組裝全球物流業務可以包山包海
420,鴻海除了自己投入大部分的中間零件生產統合外
420,自己還做不了的像些特殊機能材料零件
420,這部分他自己的的數量也比立訊龐大很多
420,有些是合作夥伴有些是他投資的
420,鴻海的投資能力眼光也很準
420,再我看來鴻海根本是日本的綜合商社零組件生產工業全球物流運
420,籌帷幄
420,日本人發明了商社這種業種郭總裁比日本人更屌
420,涉入面相更深更廣只是鴻海只集中在
420,立訊應該還在鴻海年前的水準吧
420,鴻海實在更值得台灣人的稱讚及支持
420,日
420,宇
420,氣
420,海
420,很
420,億
420,，
420,億
420,招
420,線
420,看
420,動
420,倍
420,增
420,產
420,張元時候買的
420,哪天說不定發展成沒有品牌的台灣版
420,三星豐田三井
420,日本最大綜合商社三菱去年營收兆日幣
420,鴻海兆換算日幣大概兆
420,完全屌打三菱快要跟豐田集團差不多了
420,從亞洲的民營企業來看鴻海算頂級的
420,鴻海的產業鍊成本控管裕隆整車工藝
420,不能說超越流車廠但應該也能中規中矩吧
420,現階段其實在尤其純電動車這塊
420,台灣已經有開始在取代日本傳統汽車的趨勢
420,看看特斯拉多少階產品是台灣電子廠
420,鴻海之後有可能跟整車組裝通吃
420,我不是說現在的燃油車
420,看看特斯拉現在的供應鏈
420,以後跟燃油車的產業生態差異會很大
421,看了蠻多水管上堆
421,各種線型畫，壓力阻力位畫
421,"跟著看這些,我稍微復盤了下"
421,基本上大家做法都大同小異
421,在跌倒某個區塊去減倉，有人甚至反手做多等
421,升到到某個點再開始做空
421,但我看板上的空空幾乎都是喊出標的，開始做
421,空
421,好奇版上空空的，我自己是都繼
421,續持有沒賣但覺得其實跌下來出些再撿
421,回來降低持倉成本是真的不錯
421,大這樣有請空空分享下做法
421,另外為什麼大家都空大盤很少直接針對個股去
421,做空就好
421,比如說//
421,這幾間年產量多少台的電動車
421,要在石油國建產線，年萬台
421,啊這個怎麼看都是更好做空的公司不是
421,嗎
422,原文標題
422,鴻海劉揚偉繳年成績單自曝國內支持低深感不如意
422,原文連結
422,////_
422,_
422,發布時間
422,年月日
422,記者署名
422,記者吳康瑋綜合報導
422,原文內容
422,鴻海集團於今日在土城總部召開今年的股東大會，董事長劉揚偉自年
422,就職至今，已滿年的時間
422,對此，劉揚偉指出，當初自己接下該職位時，發自內心的思
422,索，鴻海身為台灣最大的科技企業，到底能對台灣做些什麼，這是自己心底念茲在茲的事
422,情
422,針對這年來較不如意的事情，劉揚偉指出，鴻海為創造開放的電動車生態系統，成立
422,電動車平台，為抓住對台灣來說百年遇的機會，不過國內很多企業對鴻海集團不太
422,了解，導致在國內的支持度較低，這方面讓他感到較為不如意
422,劉揚偉指出，團隊除了攜平台為台灣起做出努力，團隊還成立鴻海研究院來提升
422,集團價值提升技術力，包括明年將有顆低軌衛星鴻海衛星台灣私人企業中的第
422,座離子阱量子電腦等
422,他指出，鴻海未來不會只是個代工廠，台灣人都很聰明，如何
422,善用我們擅長的智慧，進而獲取更大的利益，這是團隊未來發展的重點
422,有股東問劉揚偉在這三年多的時光，將會給自己打幾分
422,對此，劉揚偉指出，自己還有很
422,多想做到的事情，要繼續去努力做，他稱，自己不會對自己打分數，這個打分的權力是留
422,給股東們來評判才對
422,心得/評論
422,前幾年聲勢頗大的，現在討論度變滿低的，國人對國產車的印象有陰影吧
422,年輕人又
422,頗多特粉
423,原文標題
423,〈鴻海股東會〉低軌衛星邁大步不只地面接收站劉揚偉天空上也可能看到
423,原文連結
423,/////
423,發布時間
423,記者署名
423,彭昱文
423,原文內容
423,鴻海董事長劉揚偉今日表示，未來三年除了電動車跟半導體外，低軌
423,道衛星也是佈局方向，不只地面接收站，說不定明年就會看到鴻海的衛星在天空上，
423,另外，鴻海也積極布局元宇宙相關的雲端服務及關鍵零組件
423,泛鴻海成員如建漢台揚及群創等，在低軌道衛星上
423,都有相關布局
423,至於中揚光近年則積極發展/鏡頭應用
423,劉揚偉表示，次世代通訊是未來三年重點項目，鴻海已經正式投入低軌衛星領域研發
423,，包含通訊酬載自主研發自建地面接收站，將會由鴻海研究院統籌設計
423,另外，鴻海也積極布局元宇宙，劉揚偉表示，將透過平台化發展，延伸鴻海既有的私有雲
423,與邊緣的經驗與能力，打造元宇宙的雲端服務量能，並深耕/關鍵零組件，提供整
423,機設計與站式服務
423,鴻海先前也透過投資扎根應用軟體，持續優化與，另外也投資高
423,分辨綠/終端製造商，多方布局元宇宙市場
423,心得/評論
423,公公之前退出了幾間沒這麼賺錢的公司
423,看來就是要全力拚低軌衛星跟電動車了吧
423,這也難怪會跟國巨抱起玩
424,原文標題
424,年中國製造含外企仍僅佔中國市場
424,原文連結
424,///
424,發布時間
424,//
424,記者署名
424,何思穎
424,原文內容
424,中國製造與中國國內需求間存在巨大落差
424,根據報告預測，至年，以中國為基地的生產預計將佔中
424,國市場的，其中有超過以上為外國公司如三星海力士台積電
424,中國的市場和中國製造產量含外國企業於中國生產之間存在著定的落差
424,報告指出，中國自年以來便持續坐穩全球最大市場的寶座，但這並不意味
424,中企能大量生產
424,年中國企業的生產僅占其國內億美元市場的，雖
424,然已高於年前年的
424,預測，此市占率將從年的
424,增加上升至年的平均每年增加
424,中國製造產量仍是外商天下中國製造之全球佔比極低
424,年，在中國製造的產值為億美元，但由中國企業製造者僅為億美元
424,，僅占中國億美元市場的
424,其他則為台積電海力士三星英特爾聯
424,電和其他在中國設有晶圓廠的外國公司
424,估計，在中國製造的價值億美
424,元中，約億美元來自整合元件製造廠，另外億美元則來自中芯國際這樣的
424,純代工廠
424,即使中國生產的真如所預測的於年達到億美元，中國製造仍只占
424,年全球市場總額億美元的
424,縱使針對部分中國製造商的產量進行加
424,計許多中國生產商是代工廠，將其賣給公司，公司再將這些產品賣給電子系統生產
424,商，在中國生產的仍可能只占年全球市場的左右
424,結語
424,目前中國製造中國本土企業製造之全球市場和本土市場佔比都很小，中國製造產
424,量多數依賴外企在中國所建立的外企半導體工廠，中國政府期望透過自主創新，降低大量
424,進口的巨額貿易逆差，試圖憑藉自身優勢的與電動車的帶領，發展本土產業，進
424,步與美國科技達成脫鉤，但目前看來短期內似乎還有困難
424,心得/評論
424,中國砸大錢以期達到年半導體自主率達，但根據估計，縱使加入外企
424,的產能，中國製造的半導體至年僅達中國市場不到/
425,圖片好讀版
425,///
425,買超賣超
425,排行代號名稱超張數排行代號名稱超張數
425,聯電彰銀
425,友達陽明
425,鴻海群創
425,華航金寶
425,元大滬深正長榮
425,台積電新光金
425,力積電大聯大
425,中信金台亞
425,華新台泥
425,永豐金裕民
425,國泰智能電動車開發金
425,宏碁臺企銀
425,國泰金鴻準
425,元大台灣反高雄銀
425,國泰台灣富邦越南
425,第金大同
425,日月光投控東鹼
425,寶成台中銀
425,台化昇陽半導體
425,欣興遠東新
425,富鼎國泰永續高股息
425,仁寶期元大原油反
425,富邦未來車台塑
425,中鋼可成
425,榮運達運
425,中石化大成鋼
425,裕隆全友
425,致伸上銀
425,南亞科全新
425,兆豐金三商壽
425,華孚中鴻
425,京元電子新唐
425,台新金台揚
425,元大台灣四維航
425,三福化所羅門
425,東哥遊艇台灣高鐵
425,統文曄
425,上海商銀統證
425,聯發科智原
425,富邦上証正強茂
425,亞力菱生
425,合庫金華泰
425,華邦電中纖
425,元大台灣正遠東銀
425,中砂新纖
425,光寶科中信中國高股息
425,中信關鍵半導體期街口布蘭特正
425,中租元大金
425,遠傳緯創
425,旺宏開發金乙特
425,來源
425,///////
426,手機介面圖片好讀版
426,///
426,以下資訊依張數排列
426,買超賣超
426,排名股票張數排名股票張數
426,元大滬深正
426,聯電
426,鴻海
426,中鋼
426,友達
426,開發金
426,華航
426,中信關鍵半導體
426,華孚
426,台化
426,金寶
426,南亞
426,仁寶
426,國泰智能電動車
426,富邦上証正
426,台新金
426,永豐金
426,台積電
426,中信金
426,日月光投控
426,國泰永續高股息
426,臻鼎
426,鴻準
426,國泰台灣
426,富邦反
426,元大臺灣永續
426,京元電子
426,第金
426,兆豐金
426,台驊投控
426,新光金
426,系統電
426,期元大石油
426,中華電
426,華泰
426,寶成
426,富邦科技
426,精材
426,合晶
426,中信電池及儲能
426,富邦特選高股息
426,泰藝
426,元大反
426,台半
426,致伸
426,亞信
426,潤泰全
426,潤隆
426,榮運
426,南港
426,台塑化
426,遠雄
426,欣興
426,鳳凰
426,長興
426,元大台灣正
426,新產
426,光耀
426,虹堡
426,來源
426,/////
426,買超金額排行賣超金額排行
426,台積電
426,鴻海
426,中鋼
426,聯電
426,聯發科
426,力智
426,台積電福音第章
426,資深鄉民
426,你早晚要買的，為什麼不要現在買
426,是你們的方舟，信者必得救
426,張看見這許多迷惘的人，便走下山來，告訴他們，你們當輪班，信仰
426,，願你的腦機介面晶片降臨，願你的晶片在這世上，如同呼吸般自然
426,神愛世人，甚至將他的賜給眾人，叫切信他的，不致崩跌，反得飆漲
427,原文標題
427,求饒式買盤又來
427,郭哲榮揭台股激噴時機點
427,原文連結
427,/////
427,發布時間
427,記者署名
427,摩爾投顧郭哲榮投資長
427,原文內容
427,五月飛雪必有冤情，今年台灣五月平均氣溫，創下年來同期最低，在此同時台股從年初
427,"創下新高,點後，遭遇俄烏戰爭通膨升息疫情等多重利空重擊，台股開始震盪"
427,"走低，跌破萬七萬六，月日更是來到波段新低,點，台股投資人大聲喊"
427,冤啊
427,同期間連護國神山台積電也從年初高點元跌至元，國際股市績優生，竟然跌落至
427,此，必有冤情
427,當初台積跌至元時，我就強調若台積最後突破元，那元的台積，是老天送的禮
427,物
427,還是老天在虐待你
427,今天台積電股價回升至元，想當然耳，元的台積電當然是
427,老天送的禮物，台積跌得可真冤，第季毛利達，超過財測高標，每股盈餘元
427,，更是創單季獲利新高，四月營收逾億元，也創下歷史新高，終於在五月的最後幾個
427,交易日，護國神山再度挺身而出帶領台股吹起反攻的號角，三天大漲元，貢獻台股近
427,點的漲幅，終於沉冤昭雪了
427,另外，因為股價紋風不動，而被網友戲稱為不動產的鴻海，在台股下跌的過程中，也扮演
427,起穩盤的角色，沒有再補上刀，月日在台股創低的同時，鴻海召開第季的法說，
427,釋出財報優於預期的利多，第季三率三升，每股盈餘達元，也使得鴻海的股價開始
427,走強，緩步墊高，加上今天鴻海的股東會，董事長劉揚偉表示公司未來的展望，將專注於
427,電動車低軌道衛星半導體等領域，尤其是電動車，鴻海向全世界展現什麼叫做鴻海
427,速度，鴻海僅花不到年的時間，就從概念到推出電動車原型車，同時也表示有信心能
427,再取得營運佳績，也讓今天鴻海的股價創下今年的高點元
427,台股天大漲點，鴻海台積領軍帶動下，功不可沒
427,"今天收在,點，萬七關卡近"
427,在咫尺，尤其連兩天台股帶量上攻，完美的技術線型，台股底部型態確立，加上台股本益
427,比不到倍，以及美國十年公債殖利率不再創高，美元指數也下跌，台幣近期持續升值，
427,更重要的是外資求饒式買盤回來了，連天大買台股，累積金額超過億元，若外資
427,持續回流台股，那將可預見，台股勢必將會火山式噴出，萬七萬八萬九，今年台
427,股目標萬點不是不可能
427,心得/評論
427,外資難得的大買台股
427,終於又看見哲哲名言
427,外資求饒式買盤火山式噴出
427,台股這波反彈到底能維持多久呢
427,明天美股就開始縮表了~
427,是否又會讓台股再次震盪
428,原文標題
428,研究顯示多數汽車製造商未能實現氣候目標政府政策是影響關鍵
428,原文連結
428,///
428,發布時間
428,//
428,記者署名
428,黃松勳
428,原文內容
428,根據非政府組織研究報告指出，全球家大型汽車製造商中，到年只特
428,斯拉和賓士兩家計劃生產足夠的電動汽車，以跟上巴黎協定
428,的氣候目標
428,評估企業氣候目標和政策，認為到年，所有生產的新車中，需要半以
428,上為電動汽車才能限制全球變暖，並控制溫度比工業化前水準高出攝氏度的目標
428,然
428,而，家汽車製造商中有家在公開支持巴黎協定的同時，積極反對政府加快向電動
428,汽車轉型的政策，尤其是逐步淘汰內燃機
428,報告中指出，日本汽車巨頭豐田本田和日產尤其離譜，無污
428,染汽車分別僅佔其年計劃產量的和
428,韓國現代汽車美國通用
428,汽車和法國雷諾則在七年內預計將實現其全球和的量產車電動
428,化，也只是略微走上正軌
428,而美國特斯拉卻是個突出的例外，家只有單純生產電動汽車和卡車的製造商
428,研究報告發現，多數汽車製造商都未能跟上零排放轉型的步伐，往電動汽車轉型方面延滯
428,的汽車製造商對氣候政策的參與最為消極
428,福特福斯和則接近與巴黎溫度目標相容的門檻，他們預計在
428,年將實現至的量產車電動化
428,除了特斯拉，只有賓士預計在年實現電動車量產，並按照目標進行轉型
428,為了評估汽車製造商的零排放轉型軌跡，交叉比隊並結合汽車行產業氣候政
428,策參與的分析與汽車製造商零排放汽車生產戰略的產業標準的數據
428,研究人員利用國際能源署的快速實現運輸部門脫碳，以不危及目標的情境，
428,該目標在年所有汽車的生產中需要為電動汽車
428,的年淨零排放報告還
428,假設年再生能源在全球發電中的占比約為
428,報告隨後將該目標與到年的產量預測進行了比對，並對應
428,於架構中電動汽車的占比為
428,總體而言，到年，所有汽車製造商的電池電動汽車全球總產量占比預計將僅達到
428,這意味著汽車產業需要將零排放汽車的產量提高至，才能達到年的生產目
428,標
428,根據聯合國政府間氣候變化專門委員會的數據，該報告的調查結果揭示了政府政策
428,對內燃機轉型步伐的關鍵影響，內燃機佔全球能源相關二氧化碳排放量的左右
428,在歐盟，其目標是到年將溫室氣體排放量減少到比年的水準低，到年豐
428,田的汽車生產預計將達到的電動化
428,然而在燃料排放標準不那麼嚴格的美國，生產電
428,動車的比率卻只有
428,同樣的，到年，福特在歐盟電動車的產量預計將達到，幾
428,乎是全球平均水準的兩倍
428,因此政府的政策，對於汽車製造商是否願意大力轉型至電動車
428,的影響非常關鍵
428,心得/評論
428,從該報告可見，特斯拉及賓士在零碳排轉型上最為積極，日產本田和豐田則大幅落後
429,原文標題大摩鴻海股票具防禦性維持優於大盤
429,原文連結
429,/////
429,發布時間
429,記者署名
429,原文內容
429,，大摩報告表示，整體經濟逆風和消費電子需求放緩對科
429,技供應鏈的影響不可避免
429,在市場波動的情況下，
429,大摩維持鴻海優於大盤，目標
429,價元
429,，主要因為穩定的業務布局支持潛在的供應份額成長股票具防禦性以及估值有
429,吸引力
429,僅管消費科技需求普遍放緩，可能拖累包括鴻海在內的大部份科技供應鏈年業務
429,前景，但鴻海股票今年至今已上漲，同期台股大盤跌
429,大摩認為，這反映了鴻海
429,股票在市場動盪期間的防禦性，預計該股表現將持續優異
429,在第季法說會上，管理階層維持年收入成長預測，基本持平至正負成長，但表明
429,所有產品線的前景，都比個月前好，尤其是桌上型電腦和蘋果的贏得
429,有意義的訂單
429,管理階層預計，今年毛利率年成長將擴大，營運支出效率提升，這也代表
429,年利潤成長將超過收入
429,僅管市場對科技需求放緩的擔憂加劇，但鴻海針對近期供應鏈中斷的快速反應，以及公司
429,多元化的生產足跡設置，支持業務前景改善
429,年初至今該股上漲，但大摩注意到有些投資
429,人仍持觀望態度，等待鴻海年後電動車製造的新業務綜效
429,然而，
429,大摩認為鴻海良好
429,的現有業務應該能支持營業利益率在今年成長，明年成長，這點不容忽視
429,心得/評論
429,公公近期股價強勢到大摩發報告出新聞
429,股板各位聰明的投資人
429,知道該怎麼做了吧
430,標的鴻準
430,分類多
430,分析/正文
430,鴻海集團本業爛爛的，不過大概也就這樣不會更爛，電動車台康生技，
430,每個都是目前賺不了什麼錢，但是能炒的題材，看要不要而已，被剔除成分股，
430,連續多日出量止跌，股價也在相對低檔位置可以拼
430,進退場機制
430,進場均價
430,///
430,停損
430,停利
431,原文標題
431,韓國企業加大規模投資半導體與新興科技產業
431,原文連結
431,///
431,發布時間
431,//
431,記者署名
431,原文內容
431,韓國四大企業集團於年月日宣布了總額將近兆韓元約億美元的大規模
431,商業投資計劃
431,首先，三星集團將在未來五年內斥資兆韓元開發半導體生物製藥和
431,等新的成長引擎領域
431,現代汽車集團的三個旗艦部門也計劃在未來三年內投資兆韓元
431,此外，樂天集團未來五年將斥資兆韓元，韓華集團也宣布了類似計劃
431,繼三星集團和現代汽車集團的大規模投資計劃之後，和現代重工等韓國企
431,業集團於年月日公佈了大規模投資計劃，以尋找未來的成長機會
431,他們的投資計劃專注於創造更多就業機會，培育有前景的業務，如半導體生物電動車
431,電池環保能源和，他們預計這些業務將振興經濟，在後時代尋求新動力
431,集團表示，到年，將總共投資兆韓元約億美元，以加強其在半導體
431,電池和生物等核心業務項目上的能力
431,"該集團還計劃在這裡招聘,名工人來開發這"
431,三個領域
431,在各個行業中，將晶片業務視為第四次工業革命的關鍵，決定投資兆韓元，佔其總
431,投資額的半以上
431,為了實現業務的碳中和，集團將在電動車電池電池材料氫氣
431,風力發電和可再生能源等環保業務上投資兆韓元
431,兆韓元將用於網路內容開發和
431,數位轉型業務，兆韓元用於新藥開發疫苗製造設施和合同製藥物製造業務
431,集團還宣布，到年將在韓國單獨投資兆韓元約億美元
431,在總投資額中，
431,兆韓元將投資於電池電池材料下代顯示器和等新興領域
431,"集團宣布，到年將投資兆韓元，其中兆韓元是投資在韓國，並招聘,"
431,名員工
431,通過投資計劃，該集團旨在專注於核心業務的競爭力，如環保鋼鐵電池材料
431,氫環保基礎設施和未來技術
431,至於現代重工集團將在未來五年內投資兆韓元，培育生
431,態友好型企業，實現數位轉型
431,該集團將使用兆韓元建立智慧造船廠建設自動化和開
431,發無人駕駛技術
431,"它還計劃在未來五年內聘雇,名員工，其中包括,名研發人員"
431,從以上的投資計畫可以知道，未來幾年韓國除了半導體之外，生物科技電動車電池材
431,料無人駕駛技術等新興產業都成為它們發展的目標，這將給台灣未來科技產業發展
431,帶來強大競爭壓力
431,心得/評論
431,繼三星和現代汽車宣布大舉投資旗下關鍵業務後，和現代重工也陸續宣布
431,加大投資力道，涵蓋半導體汽車製藥顯示器電池能源等多項領域
432,圖片好讀版
432,///
432,買超賣超
432,排行代號名稱超張數排行代號名稱超張數
432,群創元大金
432,長榮欣興
432,鴻海中鋼
432,慧洋國泰金
432,元大台灣反開發金
432,陽明玉山金
432,彩晶中信金
432,國泰台灣台新金
432,友達台泥
432,中鴻華航
